id,Filename,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
200,storage/innodb_plugin/data/data0data.c,9.00,38.55,5.55,143.55,507.20,154.50,7.00,6.00,8.00,3.00,51.55,9.00,38.00,5.55,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,772.25,121.55,421.20,95.00,259.65,123.50,111.00,27.00,0.00,0.00,223.55,300.10,52.00,12.00,236.10,0.00,0.00,0.00,0.00,0.00,27.00,15.00,27.00,0.00,0.00,0.00,0.00,0.00,0.29,80.55,66.55,86.10,38.55,181.10,341.20,1049.60,801.95,1851.55,522.30,11279.55,196.10,355756.75,0.00,0.00,20.20,9.55,8.00,3.00,0
201,storage/innodb_plugin/data/data0type.c,4.80,23.80,4.00,47.20,177.60,87.00,11.80,10.00,12.80,1.00,30.60,4.80,23.60,4.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.80,47.20,166.60,40.00,99.60,87.00,1.00,11.00,0.00,0.00,106.40,169.60,11.00,1.00,157.60,0.00,0.00,0.00,0.00,0.00,27.00,27.00,27.80,0.00,0.00,0.00,0.00,0.00,0.52,82.20,72.00,90.20,9.00,80.00,117.40,350.40,250.80,601.20,197.40,3261.40,79.00,57393.40,0.00,0.00,21.00,6.00,0.00,0.00,0
202,storage/innodb_plugin/dict/dict0boot.c,12.00,39.10,7.50,96.00,287.30,95.30,6.50,6.50,6.50,1.00,58.10,12.00,37.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,474.60,96.00,262.50,43.00,196.00,95.30,4.00,24.80,0.00,0.00,178.00,210.00,25.00,2.50,182.50,0.00,0.00,0.00,0.00,0.00,26.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.37,44.00,44.00,44.00,12.00,60.00,213.70,776.70,719.40,1496.10,273.70,9396.90,72.00,219924.70,0.00,0.00,13.50,4.50,15.50,4.50,0
203,storage/innodb_plugin/dict/dict0crea.c,16.00,41.60,10.60,361.50,893.75,324.50,6.00,6.00,6.00,2.00,65.50,16.00,41.50,10.60,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1515.25,361.50,867.75,194.35,553.50,324.50,4.00,26.00,0.00,0.00,523.65,623.15,105.35,30.40,487.40,0.00,0.00,0.00,0.00,0.00,22.00,22.00,22.00,0.00,0.00,0.00,0.00,0.00,0.37,116.55,116.55,122.10,56.50,293.90,832.55,2223.30,1972.35,4195.65,1126.45,24746.85,334.70,487331.60,0.00,0.00,151.25,53.00,63.00,23.00,0
204,storage/innodb_plugin/dict/dict0dict.c,9.00,32.95,8.00,925.15,3081.85,1135.35,7.65,7.65,8.00,2.40,48.00,9.00,32.20,8.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4894.65,910.00,2923.15,693.20,1626.35,1108.40,113.75,93.50,0.00,0.00,1667.70,2239.85,336.40,137.95,1765.50,0.00,0.00,0.00,0.00,0.00,68.00,68.00,76.00,0.00,0.00,0.00,0.00,0.00,0.38,663.90,660.60,725.80,261.70,1236.80,2236.55,7228.35,5617.10,12845.45,3473.35,77083.80,1390.45,2739027.55,0.00,0.00,573.80,210.95,168.50,85.35,1
205,storage/innodb_plugin/dict/dict0load.c,23.05,65.90,12.60,339.35,934.85,256.60,17.60,17.60,19.35,3.00,99.15,22.60,64.20,12.60,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1505.45,335.35,897.85,215.60,580.30,256.60,24.00,19.00,0.00,0.00,728.35,908.55,162.90,19.00,726.65,0.00,0.00,0.00,0.00,0.00,39.35,39.35,40.80,0.00,0.00,0.00,0.00,0.00,0.28,248.85,246.85,266.40,50.60,264.70,912.15,2637.05,2121.70,4758.75,1176.85,31459.80,292.90,798612.50,0.00,0.00,80.35,31.70,15.05,6.35,0
206,storage/innodb_plugin/dict/dict0mem.c,5.00,23.05,7.00,56.00,195.35,101.10,2.00,2.00,3.00,1.00,31.05,5.00,21.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.35,56.00,169.90,66.00,69.90,101.10,2.25,24.25,0.00,0.00,95.90,112.90,26.00,14.00,72.90,0.00,0.00,0.00,0.00,0.00,6.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.60,19.00,19.00,20.00,8.00,108.10,155.50,455.50,361.40,816.90,263.60,4322.20,123.10,87759.70,0.00,0.00,13.90,6.00,28.00,6.00,0
207,storage/innodb_plugin/dyn/dyn0dyn.c,9.00,22.00,2.00,12.00,26.00,28.00,6.00,6.00,6.00,1.00,32.00,9.00,22.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,12.00,22.00,6.00,11.00,28.00,1.00,4.00,0.00,0.00,33.00,39.00,3.00,9.00,27.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,1.27,6.00,6.00,6.00,1.00,12.00,22.00,60.00,52.00,112.00,34.00,569.00,14.00,7966.00,0.00,0.00,5.00,2.00,9.00,4.00,0
208,storage/innodb_plugin/eval/eval0eval.c,11.00,34.00,4.00,191.70,555.80,129.00,7.00,7.00,7.00,1.00,47.00,11.00,34.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.50,191.70,549.80,159.40,293.40,129.00,1.00,6.00,0.00,0.00,334.80,435.80,110.40,20.00,305.40,0.00,0.00,0.00,0.00,0.00,17.00,17.00,19.00,0.00,0.00,0.00,0.00,0.00,0.23,112.00,112.00,118.00,26.00,222.00,431.80,1267.30,1037.30,2304.60,653.80,12550.80,266.00,249357.60,0.00,0.00,43.00,29.00,5.00,2.00,0
209,storage/innodb_plugin/eval/eval0proc.c,12.00,24.00,5.00,82.00,146.00,73.00,5.00,5.00,5.00,2.00,40.00,12.00,24.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,82.00,142.00,35.00,69.00,73.00,1.00,4.00,0.00,0.00,84.00,109.00,17.00,17.00,75.00,0.00,0.00,0.00,0.00,0.00,9.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.51,29.00,29.00,29.00,15.00,65.00,107.00,331.00,269.00,600.00,172.00,2961.00,79.00,48056.00,0.00,0.00,38.00,14.00,16.00,7.00,0
210,storage/innodb_plugin/fil/fil0fil.c,12.00,41.30,9.00,909.10,2959.35,1144.45,13.45,13.00,14.00,2.00,59.80,12.00,39.30,8.45,0.00,0.00,0.00,0.00,0.00,0.00,66.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4795.35,873.10,2705.15,622.85,1682.85,1104.30,225.40,101.95,0.00,0.00,1922.20,2580.85,348.05,81.00,2151.80,0.00,0.00,0.00,0.00,0.00,81.00,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.41,886.25,879.25,930.65,160.40,945.25,2148.05,5979.25,5174.35,11153.60,3093.30,67370.00,1060.00,1814626.25,0.00,0.00,536.20,151.10,134.35,70.35,1
211,storage/innodb_plugin/fsp/fsp0fsp.c,9.00,35.00,8.00,782.05,2718.15,1105.30,7.00,7.00,8.00,2.00,49.00,9.00,34.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,72.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4307.90,772.05,2556.95,784.50,1330.20,1094.30,70.40,112.80,0.00,0.00,1490.20,1901.55,371.55,115.35,1414.65,0.00,0.00,0.00,0.00,0.00,98.00,98.00,99.00,0.00,0.00,0.00,0.00,0.00,0.43,537.15,537.15,562.15,153.10,910.40,2233.60,6397.55,5714.85,12112.40,3144.00,72249.40,1041.55,1987476.65,0.00,5.00,67.45,21.05,8.00,5.00,0
212,storage/innodb_plugin/fut/fut0fut.c,0.00,0.00,0.00,4.00,4.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,4.00,0.00,0.00,0.00,23.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
213,storage/innodb_plugin/fut/fut0lst.c,8.00,33.00,8.00,96.00,338.00,130.00,4.00,4.00,4.00,1.00,46.00,8.00,33.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.00,96.00,332.00,117.00,138.00,130.00,1.00,6.00,0.00,0.00,209.00,243.00,65.00,46.00,132.00,0.00,0.00,0.00,0.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.39,40.00,40.00,40.00,10.00,133.00,322.00,913.00,862.00,1775.00,455.00,9852.00,171.00,183809.00,0.00,0.00,3.00,2.00,0.00,0.00,0
214,storage/innodb_plugin/ha/ha0ha.c,9.00,35.00,9.40,84.40,291.30,126.15,7.30,7.30,7.30,1.00,47.95,8.00,22.85,8.35,0.00,0.00,0.00,0.00,0.00,0.00,7.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.90,73.60,172.10,59.50,74.50,111.70,87.10,61.90,0.00,0.00,124.70,168.55,27.25,11.10,130.20,0.00,0.00,0.00,0.00,0.00,16.90,16.90,16.90,0.00,0.00,0.00,0.00,0.00,0.65,55.75,55.75,56.75,12.05,112.60,200.35,534.60,484.85,1019.45,312.95,5560.15,132.25,118369.15,0.00,0.00,31.55,17.95,15.00,11.00,0
215,storage/innodb_plugin/ha/ha0storage.c,9.00,30.00,17.00,36.00,96.00,72.00,6.00,6.00,7.00,3.00,46.00,9.00,29.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184.00,24.00,59.00,19.00,21.00,71.00,39.00,12.00,0.00,0.00,38.00,47.00,10.00,4.00,33.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,1.20,12.00,12.00,14.00,6.00,29.00,41.00,136.00,103.00,239.00,70.00,1237.00,36.00,24038.00,0.00,0.00,9.00,6.00,5.00,3.00,0
216,storage/innodb_plugin/ha/hash0hash.c,2.00,13.60,4.00,25.00,102.40,66.00,4.00,4.00,4.00,1.00,17.00,2.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.40,25.00,83.40,38.00,26.40,64.00,4.00,17.00,0.00,0.00,50.40,69.40,13.00,3.00,53.40,0.00,0.00,0.00,0.00,0.00,12.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.77,25.00,25.00,25.00,7.00,58.60,87.20,155.80,151.80,307.60,145.80,1420.60,48.20,12683.40,0.00,0.00,10.00,6.00,8.40,2.00,0
217,storage/innodb_plugin/handler/ha_innodb.cc,8.00,29.45,9.80,1860.75,6437.00,2942.75,7.00,6.60,8.00,2.00,45.80,8.00,28.60,9.80,0.00,0.00,0.00,0.00,0.00,0.00,187.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10806.40,1817.25,6025.70,1831.50,3815.60,2890.05,366.20,127.30,0.00,0.00,3664.90,4752.30,1377.55,29.35,3345.40,0.00,0.00,0.00,0.00,0.00,57.00,57.00,58.00,0.00,0.00,0.00,0.00,0.00,0.48,1347.45,1225.60,1485.40,418.70,2478.90,4715.20,12879.20,9757.15,22636.35,7194.10,136781.05,2336.60,3807343.50,1.00,0.00,329.20,120.40,116.10,39.30,0
218,storage/innodb_plugin/handler/ha_innodb.h,0.00,0.00,0.00,34.60,169.80,136.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318.10,34.60,159.40,156.90,0.00,131.45,7.30,9.10,0.00,0.00,126.55,130.40,130.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
219,storage/innodb_plugin/handler/handler0alter.cc,16.60,53.40,15.00,246.85,763.30,275.35,13.00,12.00,13.85,4.00,80.50,16.00,51.65,14.60,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1233.90,244.85,732.30,163.80,465.15,269.75,24.00,14.60,0.00,0.00,482.50,629.00,118.80,19.50,490.70,0.00,0.00,0.00,0.00,0.00,66.30,61.30,67.30,0.00,0.00,0.00,0.00,0.00,0.37,180.50,168.50,192.10,62.80,272.30,543.55,1842.10,1435.45,3277.55,815.85,20522.80,337.80,756662.00,0.00,0.00,61.20,21.60,15.00,6.00,0
220,storage/innodb_plugin/handler/handler0vars.h,0.00,0.00,0.00,4.00,40.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,2.00,0.00,0.00,0.00,21.00,44.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
221,storage/innodb_plugin/handler/i_s.cc,6.00,22.15,6.00,287.85,915.20,433.40,6.00,6.00,6.00,3.00,32.00,6.00,22.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1578.15,287.85,840.20,548.00,589.20,431.40,6.00,72.00,0.00,0.00,438.10,511.10,139.60,25.85,345.65,0.00,0.00,0.00,0.00,0.00,26.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.51,121.85,121.85,121.85,63.85,220.30,465.00,1049.15,884.95,1934.10,685.30,10818.70,185.75,173197.25,0.00,0.00,94.75,23.00,16.00,8.00,0
222,storage/innodb_plugin/handler/i_s.h,0.00,0.00,0.00,4.00,10.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,4.00,7.00,7.00,0.00,24.00,0.00,3.00,0.00,0.00,7.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
223,storage/innodb_plugin/handler/mysql_addons.cc,0.00,0.00,0.00,4.00,6.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,4.00,0.00,0.00,0.00,33.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
224,storage/innodb_plugin/ibuf/ibuf0ibuf.c,13.00,38.20,9.00,777.30,2136.30,886.05,8.00,8.00,8.20,2.00,57.80,13.00,35.45,8.45,0.00,0.00,0.00,0.00,0.00,0.00,53.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3652.75,765.30,1892.50,514.60,1085.55,856.80,170.50,118.55,0.00,0.00,1192.15,1516.70,279.05,77.50,1160.15,0.00,0.00,0.00,0.00,0.00,40.00,40.00,48.00,0.00,0.00,0.00,0.00,0.00,0.45,418.55,416.55,446.05,120.80,686.45,1683.00,4639.70,3945.55,8585.25,2369.45,51685.60,751.50,1235913.20,0.00,0.00,117.25,49.25,23.25,16.25,1
225,storage/innodb_plugin/include/btr0btr.h,0.00,0.00,0.00,14.15,258.05,360.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,519.85,2.00,0.00,0.00,0.00,23.00,492.85,33.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
226,storage/innodb_plugin/include/btr0cur.h,0.00,0.00,0.00,20.20,325.50,599.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,764.75,2.00,0.00,0.00,0.00,23.00,737.75,39.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
227,storage/innodb_plugin/include/btr0pcur.h,0.00,0.00,0.00,13.60,248.60,384.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,545.40,13.60,205.60,194.60,0.00,374.60,16.00,35.00,0.00,0.00,51.40,51.40,51.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
228,storage/innodb_plugin/include/btr0sea.h,0.00,0.00,0.00,22.40,121.20,209.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312.60,22.40,87.75,72.30,0.00,197.95,15.45,25.40,0.00,0.00,30.85,30.85,30.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
229,storage/innodb_plugin/include/btr0types.h,0.00,0.00,0.00,8.30,14.70,35.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.25,2.00,0.00,0.00,0.00,23.00,30.25,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
230,storage/innodb_plugin/include/buf0buddy.h,0.00,0.00,0.00,11.00,31.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,11.00,19.00,16.00,0.00,53.00,2.00,12.00,0.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0
231,storage/innodb_plugin/include/buf0buf.h,0.00,0.00,0.00,63.25,649.70,1057.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1530.80,63.25,457.25,399.40,0.00,952.70,153.00,135.45,0.00,0.00,172.75,172.75,172.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0
232,storage/innodb_plugin/include/buf0flu.h,0.00,0.00,0.00,12.20,83.35,136.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.10,12.20,60.60,47.80,0.00,130.25,10.00,18.50,0.00,0.00,16.80,16.80,16.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
233,storage/innodb_plugin/include/buf0lru.h,0.00,0.00,0.00,21.55,106.05,181.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289.80,21.55,75.40,58.20,0.00,174.65,14.70,24.65,0.00,0.00,23.70,23.70,23.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
234,storage/innodb_plugin/include/buf0rea.h,0.00,0.00,0.00,7.00,37.00,109.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.30,7.00,28.00,24.00,0.00,109.30,0.00,9.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
235,storage/innodb_plugin/include/buf0types.h,0.00,0.00,0.00,10.00,27.85,52.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.70,3.00,0.00,0.00,0.00,23.00,53.70,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
236,storage/innodb_plugin/include/data0data.h,0.00,0.00,0.00,15.00,250.30,311.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483.75,2.00,0.00,0.00,0.00,23.00,456.75,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
